iter	RMSE
300	0.2792461707
301	0.279037721
302	0.278977894
303	0.2789298159
304	0.2788825526
305	0.2788507681
306	0.2788239001
307	0.2787669387
308	0.2787173746
309	0.2786896014
310	0.2786575394
311	0.2785870876
312	0.2785196294
313	0.2784548025
314	0.278392385
315	0.278254647
316	0.2781658182
317	0.2781209531
318	0.2780528965
319	0.2779472205
320	0.2778241631
321	0.2777878953
322	0.27773035
323	0.2776164654
324	0.2775522492
325	0.2775079645
326	0.2774127865
327	0.2773199813
328	0.2772458226
329	0.2772123438
330	0.2771709407
331	0.2770543035
332	0.2770050941
333	0.2769580936
334	0.2768627854
335	0.2768230149
336	0.2767522104
337	0.2766654763
338	0.2766367381
339	0.2766101603
340	0.2765662027
341	0.2765180134
342	0.2764726209
343	0.2764415148
344	0.2763816293
345	0.2763043654
346	0.2762646621
347	0.2761919366
348	0.2761017405
349	0.2760476372
350	0.2760136341
351	0.275985748
352	0.2758477782
353	0.2756919049
354	0.275644161
355	0.2756187296
356	0.2755331314
357	0.2754959108
358	0.2754719063
359	0.2754291731
360	0.2753806773
361	0.2753280872
362	0.2752660401
363	0.2752251766
364	0.2751820219
365	0.27512642
366	0.2750874735
367	0.2750503456
368	0.274977895
369	0.2748936262
370	0.2748813769
371	0.2747778542
372	0.2747368071
373	0.2746928805
374	0.274612887
375	0.2745655767
376	0.2745010333
377	0.2744775245
378	0.2743434304
379	0.2742982738
380	0.2742038142
381	0.2741861883
382	0.2741283719
383	0.2740683957
384	0.2740535874
385	0.2740028949
386	0.273931566
387	0.2738868283
388	0.2738361183
389	0.2738034573
390	0.2736926064
391	0.2736742931
392	0.273637803
393	0.2735798909
394	0.273549489
395	0.2734770639
396	0.2734291034
397	0.2733697332
398	0.2732567417
399	0.2732450457
400	0.2730685396
401	0.2730116592
402	0.2729908618
403	0.272931655
404	0.2728887982
405	0.2728363923
406	0.2727873437
407	0.2727524866
408	0.2726806029
409	0.2726579521
410	0.2726481301
411	0.2726086123
412	0.2725084604
413	0.2724440151
414	0.2724176151
415	0.272400697
416	0.2723667142
417	0.2722846322
418	0.2722313073
419	0.2721765721
420	0.2720890713
421	0.2720383816
422	0.2719653283
423	0.271905313
424	0.271812758
425	0.2717544943
426	0.2717371526
427	0.2716562634
428	0.2716214597
429	0.2715569635
430	0.2715006728
431	0.2714347373
432	0.2713845952
433	0.2713384717
434	0.2712935442
435	0.271258971
436	0.2712277434
437	0.2711392251
438	0.2710853518
439	0.2710560145
440	0.2710071579
441	0.2709789958
442	0.2709467972
443	0.2709176201
444	0.2708624967
445	0.2708081629
446	0.2707865135
447	0.2707152248
448	0.2706864359
449	0.2706585989
450	0.2706102387
451	0.2705547959
452	0.2705440085
453	0.2704925685
454	0.2704365987
455	0.2703989837
456	0.2703322057
457	0.270293939
458	0.2702491494
459	0.2702049083
460	0.270171291
461	0.2701330325
462	0.2700950044
463	0.2700467391
464	0.2700161502
465	0.2699625944
466	0.2699263443
467	0.2698666398
468	0.2698036042
469	0.2697609119
470	0.2696951975
471	0.2696620323
472	0.2696182827
473	0.2695835944
474	0.2695570913
475	0.2694421539
476	0.2694047845
477	0.2693466848
478	0.269272977
479	0.2692456822
480	0.2692331992
481	0.2691740098
482	0.2691233247
483	0.2690954418
484	0.2690532957
485	0.2690119863
486	0.2689694682
487	0.2689234083
488	0.268886937
489	0.2688366719
490	0.2687832018
491	0.2687459966
492	0.2686888115
493	0.2685910325
494	0.268529356
495	0.2684930053
496	0.2684407537
497	0.2683865072
498	0.2683498381
499	0.268323318
500	0.2682464259
501	0.2682075795
502	0.2681561364
503	0.2681053667
504	0.2680673703
505	0.2680366491
506	0.2680029044
507	0.2679163841
508	0.2678879823
509	0.267831428
510	0.2677793315
511	0.2677464241
512	0.2676550374
513	0.2675886025
514	0.2675390012
515	0.2674530118
516	0.2673439649
517	0.2673191233
518	0.267269898
519	0.2672475776
520	0.267194996
521	0.2671595898
522	0.2671371968
523	0.2670938327
524	0.2670782005
525	0.2670471665
526	0.2670194868
527	0.2669948586
528	0.2668601751
529	0.26681655
530	0.266778246
531	0.2667356785
532	0.2666790361
533	0.2666329711
534	0.266585964
535	0.2665349088
536	0.2664576137
537	0.2664265485
538	0.2663608395
539	0.2662923135
540	0.2662243437
541	0.2661830229
542	0.2661437086
543	0.2660867047
544	0.2660501212
545	0.2660028168
546	0.2659534456
547	0.2658916773
548	0.2658212893
549	0.2657772442
550	0.2657401164
551	0.2656940203
552	0.2656472926
553	0.2656077646
554	0.2655864483
555	0.265535248
556	0.2655021114
557	0.2654772149
558	0.2654209072
559	0.265329134
560	0.2652752165
561	0.2652288042
562	0.2651779782
563	0.2651209116
564	0.2650626976
565	0.2650434891
566	0.2649925664
567	0.2649551476
568	0.2649310725
569	0.264876898
570	0.2648422452
571	0.2648177068
572	0.2647632704
573	0.2646923139
574	0.2646182872
575	0.2645711299
576	0.264540862
577	0.2645128802
578	0.2644384635
579	0.2643950232
580	0.2643174472
581	0.2642559195
582	0.2642406145
583	0.2641708388
584	0.2640994601
585	0.2640489518
586	0.2639914346
587	0.2639619799
588	0.2639267246
589	0.2638934617
590	0.2638309937
591	0.2637813922
592	0.2636949755
593	0.2636787149
594	0.2636066661
595	0.2635838604
596	0.2635516507
597	0.2634864826
598	0.2634746578
599	0.2634059085
600	0.2633953742
601	0.2633370316
602	0.2633006933
603	0.2632480161
604	0.2632024964
605	0.2631295033
606	0.2630766052
607	0.2630300938
608	0.2629986978
609	0.2629765177
610	0.2629723021
611	0.2629384632
612	0.2628988391
613	0.2628790262
614	0.2628234496
615	0.2627455294
616	0.262691054
617	0.2626443137
618	0.2626168012
619	0.262589096
620	0.2625736878
621	0.2625196135
622	0.2624864559
623	0.2624081468
624	0.2623775547
625	0.2623506734
626	0.2622917189
627	0.2622707316
628	0.2622339209
629	0.2621911607
630	0.2621570599
631	0.2620923796
632	0.2620307545
633	0.2619880782
634	0.2619183884
635	0.2618748148
636	0.261859625
637	0.2618278701
638	0.2616982155
639	0.2616596407
640	0.261625308
641	0.2616087291
642	0.2615624599
643	0.2615343263
644	0.2615117757
645	0.2614867379
646	0.2614597723
647	0.261409813
648	0.2613940182
649	0.2613579089
650	0.2613097543
651	0.2612731106
652	0.2612225758
653	0.2611979673
654	0.2611670015
655	0.2611299082
656	0.2610863074
657	0.2610353891
658	0.2610188439
659	0.2609978374
660	0.2609581238
661	0.2609232292
662	0.2608971366
663	0.2608870072
664	0.2608633091
665	0.2608232841
666	0.260766903
667	0.2607377396
668	0.2606985252
669	0.2606371634
670	0.2605808065
671	0.2605428809
672	0.2604965184
673	0.2604198551
674	0.2603592067
675	0.2603241609
676	0.2603091088
677	0.2602718334
678	0.2602152922
679	0.2601586367
680	0.2601452898
681	0.2601097641
682	0.2600810056
683	0.2600214368
684	0.2599405751
685	0.2598822753
686	0.2598304759
687	0.2597699041
688	0.2597314535
689	0.2597058474
690	0.2596678504
691	0.2596448501
692	0.2596025549
693	0.2595637409
694	0.2595063796
695	0.2594755246
696	0.2594548955
697	0.2594416339
698	0.2594014088
699	0.259360355
700	0.2593202993
701	0.259261844
702	0.2592428594
703	0.2592163977
704	0.2591619394
705	0.2590878256
706	0.259044097
707	0.2589766821
708	0.2589484256
709	0.2589021485
710	0.2588828669
711	0.2588360786
712	0.2587850222
713	0.2587632493
714	0.2587570973
715	0.2587346334
716	0.2587032006
717	0.2586514313
718	0.2586090621
719	0.2585596001
720	0.2584975784
721	0.2584787732
722	0.2584555399
723	0.2583722595
724	0.2583038
725	0.2582821176
726	0.2582678374
727	0.2582182109
728	0.2581675303
729	0.258115173
730	0.2581035106
731	0.2580530939
732	0.2579975399
733	0.2579844419
734	0.2579438338
735	0.2579241037
736	0.2579022441
737	0.2578669785
738	0.2578477328
739	0.2578268095
740	0.2577781393
741	0.2577404709
742	0.2576828658
743	0.257647774
744	0.2576445252
745	0.2576131916
746	0.2575999624
747	0.2575959713
748	0.2575594108
749	0.2575436333
750	0.2575198473
751	0.2574678073
752	0.257434622
753	0.2574151329
754	0.2573698419
755	0.2573179691
756	0.2572588518
757	0.2572115723
758	0.2571722813
759	0.2571278583
760	0.2570850247
761	0.2570526748
762	0.2570223447
763	0.2569717699
764	0.2569424449
765	0.2569180829
766	0.2568961515
767	0.2568579254
768	0.2568449302
769	0.2567984168
770	0.2567901512
771	0.2567804434
772	0.2567550224
773	0.256726579
774	0.2566764063
775	0.2566237463
776	0.2565923047
777	0.2565601399
778	0.2565166156
779	0.2564803563
780	0.2564469333
781	0.256408862
782	0.2563856116
783	0.2563510466
784	0.2563314176
785	0.2562581196
786	0.2562358381
787	0.2561688271
788	0.2561443226
789	0.2560858598
790	0.2560358687
791	0.2560047799
792	0.2559748775
793	0.2559276791
794	0.2558975127
795	0.2558661323
796	0.2558476441
797	0.2558124873
798	0.2557530517
799	0.2557136968
800	0.2556829044
801	0.2556638724
802	0.2556310255
803	0.2556264089
804	0.2556083986
805	0.2555867637
806	0.2555478456
807	0.2555364158
808	0.255478025
809	0.2554420518
810	0.2554097512
811	0.2553727121
812	0.2553265982
813	0.2552704574
814	0.2552493716
815	0.2552260623
816	0.2552091154
817	0.2551574202
818	0.2551405893
819	0.2550961881
820	0.2550618879
821	0.2549327682
822	0.2548917895
823	0.2548323541
824	0.2548138945
825	0.2547507988
826	0.2546677619
827	0.2546420984
828	0.2546209972
829	0.2545926672
830	0.2545556811
831	0.2545423214
832	0.2544961988
833	0.2544454711
834	0.2544072664
835	0.2543907527
836	0.2543804084
837	0.25436986
838	0.254338358
839	0.2543081493
840	0.2542680328
841	0.2542518122
842	0.2542100661
843	0.2541949488
844	0.2540924605
845	0.2540582603
846	0.2540178985
847	0.2539846443
848	0.2539461113
849	0.2539035332
850	0.2538636656
851	0.2537786711
852	0.2537276403
853	0.2537208884
854	0.2536748636
855	0.2536414831
856	0.2536174593
857	0.2535780923
858	0.2535428243
859	0.253497127
860	0.2534538801
861	0.2534109221
862	0.2534028716
863	0.2533613329
864	0.253344029
865	0.2533011242
866	0.2532566257
867	0.2532069789
868	0.2531674189
869	0.2530945869
870	0.2530328904
871	0.2529708892
872	0.2529288952
873	0.2528694197
874	0.2528221788
875	0.2528155002
876	0.2527830805
877	0.2527567319
878	0.252725453
879	0.2526871909
880	0.2526569641
881	0.2526403213
882	0.2525740456
883	0.2525321878
884	0.2524630856
885	0.2524336395
886	0.2523985988
887	0.2523702007
888	0.2523437748
889	0.2522830038
890	0.2522230232
891	0.2521978626
892	0.2521545645
893	0.2521345072
894	0.2520990514
895	0.2520865275
896	0.2520501091
897	0.2520110627
898	0.2519479929
899	0.2519192622
900	0.2518866498
901	0.2518472077
902	0.2518120286
903	0.2517628989
904	0.2516568752
905	0.2516278898
906	0.2515944184
907	0.251573491
908	0.2515419036
909	0.2515264094
910	0.2515054431
911	0.2514949174
912	0.2514437963
913	0.2514255975
914	0.2514058887
915	0.2513649118
916	0.2513206861
917	0.2512868972
918	0.2512721143
919	0.2512262111
920	0.2512259687
921	0.2512026346
922	0.2511628346
923	0.2511252585
924	0.2511096935
925	0.2510925403
926	0.2510562398
927	0.2510377515
928	0.2509866609
929	0.2509647823
930	0.2509262113
931	0.2508657507
932	0.2508377991
933	0.2508008972
934	0.2507456632
935	0.2507356457
936	0.2507088533
937	0.2506851857
938	0.2506535684
939	0.250628651
940	0.2505981849
941	0.2505667104
942	0.2505125232
943	0.2504387551
944	0.2503982771
945	0.2503541543
946	0.2502870221
947	0.2502552245
948	0.2502087392
949	0.2501886669
950	0.2501849894
951	0.250160223
952	0.2501056123
953	0.2500894915
954	0.2500222948
955	0.2499815099
956	0.2499442539
957	0.2499163085
958	0.2498991763
959	0.2498894602
960	0.2498500295
961	0.2497816354
962	0.2496651915
963	0.249639727
964	0.2496007148
965	0.2495437428
966	0.2495187193
967	0.249497809
968	0.2494598629
969	0.2494161408
970	0.2493842056
971	0.2493562388
972	0.2493175659
973	0.2492950505
974	0.249258774
975	0.2492388385
976	0.2492191443
977	0.2491946501
978	0.2491740277
979	0.249152989
980	0.2490842437
981	0.2490725383
982	0.2488974801
983	0.2488714574
984	0.2488251557
985	0.2488102945
986	0.2487585999
987	0.2487212906
988	0.2487120516
989	0.2486716968
990	0.2485946837
991	0.248567108
992	0.248560209
993	0.248517489
994	0.2484866506
995	0.2484525679
996	0.2484059511
997	0.2483975449
998	0.2483526108
999	0.2483350899
1000	0.2483215622
1001	0.2482753286
1002	0.2481826602
1003	0.2481485547
1004	0.2481188478
1005	0.2481153851
1006	0.2480737663
1007	0.2480404029
1008	0.247991571
1009	0.2479842648
1010	0.2479616023
1011	0.2478847958
1012	0.2477603067
1013	0.2477195534
1014	0.2476957956
1015	0.2476810712
1016	0.2476469379
1017	0.2476005168
1018	0.247572527
1019	0.2475343653
1020	0.2475068142
1021	0.2474604036
1022	0.2474307184
1023	0.2473852996
1024	0.2473602355
1025	0.2473488017
1026	0.2473210003
1027	0.2472915829
1028	0.2472561067
1029	0.2471791522
1030	0.2471277278
1031	0.2471223657
1032	0.2470996951
1033	0.2470503733
1034	0.247017081
1035	0.2469940177
1036	0.246971007
1037	0.2469286776
1038	0.2468935361
1039	0.2468705697
1040	0.2468395967
1041	0.2468000128
1042	0.2467859228
1043	0.2467405026
1044	0.2467256835
1045	0.2467041736
1046	0.2466989796
1047	0.2466654533
1048	0.2466474234
1049	0.2466071091
1050	0.2465810875
1051	0.2465566182
1052	0.2465299439
1053	0.2465018856
1054	0.2464816883
1055	0.24647486
1056	0.246431225
1057	0.2464185775
1058	0.2463709274
1059	0.2463620902
1060	0.2463400025
1061	0.2463056537
1062	0.2462684637
1063	0.2462220526
1064	0.2462023259
1065	0.2461617197
1066	0.2461055011
1067	0.246051379
1068	0.2460205076
1069	0.2459939798
1070	0.2459274481
1071	0.2459032244
1072	0.2458702811
1073	0.245853705
1074	0.245832025
1075	0.2458031116
1076	0.2457774753
1077	0.2457445779
1078	0.2456772682
1079	0.2456441236
1080	0.2456096494
1081	0.2455755933
1082	0.24552538
1083	0.2454828963
1084	0.2454333119
1085	0.2454159191
1086	0.2453401005
1087	0.2453136125
1088	0.2452836316
1089	0.2452272641
1090	0.2451945317
1091	0.2451560815
1092	0.2451179629
1093	0.2450791615
1094	0.2450629749
1095	0.2450190593
1096	0.2450009088
1097	0.2449727402
1098	0.2449227283
1099	0.2449048488
1100	0.244859911
1101	0.2448317892
1102	0.2448150496
1103	0.2447962053
1104	0.2447776831
1105	0.2447578463
1106	0.2447392112
1107	0.2446943093
1108	0.2446855128
1109	0.2446391153
1110	0.2446274024
1111	0.2445933657
1112	0.2445397081
1113	0.2445253983
1114	0.244497673
1115	0.2444692426
1116	0.2444621253
1117	0.2443661346
1118	0.2443403421
1119	0.2443120722
1120	0.2442828992
1121	0.244272762
1122	0.2442483636
1123	0.2442070566
1124	0.2441817481
1125	0.2441476927
1126	0.2441285826
1127	0.244093848
1128	0.2440679325
1129	0.2440216281
1130	0.2439899211
1131	0.2439546651
1132	0.2438830438
1133	0.2438547037
1134	0.2438370307
1135	0.2437886213
1136	0.2437567533
1137	0.2436993776
1138	0.243670003
1139	0.2436267779
1140	0.2436006559
1141	0.2435739924
1142	0.243548135
1143	0.2435145484
1144	0.2434804781
1145	0.2434517143
1146	0.2434146176
1147	0.2433772922
1148	0.243367189
1149	0.243319288
1150	0.243302165
1151	0.2432639002
1152	0.2432287545
1153	0.243168747
1154	0.2431358391
1155	0.2431192451
1156	0.243089602
1157	0.2430560253
1158	0.2430378604
1159	0.2430019098
1160	0.2429706617
1161	0.2429588405
1162	0.2429043226
1163	0.2428868807
1164	0.2428428935
1165	0.2428282447
1166	0.2427963679
1167	0.2427555395
1168	0.242721918
1169	0.2426880985
1170	0.2426479455
1171	0.2425630337
1172	0.2425191251
1173	0.242468363
1174	0.2424233857
1175	0.2424036403
1176	0.2423720106
1177	0.2423567676
1178	0.2423302936
1179	0.2422993105
1180	0.242276399
1181	0.2422545256
1182	0.2422275021
1183	0.2421520444
1184	0.2421232257
1185	0.2420843494
1186	0.2420370498
1187	0.2420199057
1188	0.2419821273
1189	0.2419623404
1190	0.2419414971
1191	0.2419367152
1192	0.2419004274
1193	0.2418611713
1194	0.2418160244
1195	0.2417303036
1196	0.2416990388
1197	0.2416788229
1198	0.2416360524
1199	0.2415973848
1200	0.2415928323
1201	0.2415661867
1202	0.2415614764
1203	0.2415084631
1204	0.2414560887
1205	0.2414321682
1206	0.2413500154
1207	0.241308057
1208	0.2412868335
1209	0.2412490635
1210	0.2412253535
1211	0.2412072043
1212	0.2411879877
1213	0.2411332486
1214	0.2411092983
1215	0.2410760212
1216	0.2410583877
1217	0.2410387542
1218	0.2410070052
1219	0.2409804811
1220	0.2409668389
1221	0.2409377653
1222	0.2409183858
1223	0.2408792229
1224	0.2408306932
1225	0.2408033444
1226	0.2407897513
1227	0.2407688883
1228	0.2407358555
1229	0.2406528244
1230	0.2406345393
1231	0.2406238028
1232	0.2406073366
1233	0.240595516
1234	0.240579351
1235	0.240566534
1236	0.2405326332
1237	0.2405120747
1238	0.2404818101
1239	0.2404634081
1240	0.2404374869
1241	0.2404282989
1242	0.2404043822
1243	0.2403902857
1244	0.2403683485
1245	0.2403604196
1246	0.2403267053
1247	0.2402533977
1248	0.2402423016
1249	0.2402243772
1250	0.2401879589
1251	0.2401598549
1252	0.2401212649
1253	0.2400638085
1254	0.2400161615
1255	0.2399955797
1256	0.2399739998
1257	0.23995739
1258	0.2399257211
1259	0.2398944103
1260	0.2398493073
1261	0.2398352447
1262	0.239794422
1263	0.239756144
1264	0.2397521163
1265	0.2397306597
1266	0.2397050608
1267	0.2396625257
1268	0.2396364068
1269	0.2396057208
1270	0.2395898681
1271	0.2395437391
1272	0.2395146022
1273	0.2394914763
1274	0.2394524814
1275	0.239440043
1276	0.2393534663
1277	0.2393365413
1278	0.239308578
1279	0.2392742582
1280	0.2392477116
1281	0.2392279419
1282	0.23916953
1283	0.2391410699
1284	0.2391069062
1285	0.2390840491
1286	0.2390410606
1287	0.2390134912
1288	0.2389757326
1289	0.238953944
1290	0.238935535
1291	0.2389130959
1292	0.2388730699
1293	0.2388497415
1294	0.2388180829
1295	0.2387780655
1296	0.2387471294
1297	0.238723432
1298	0.2386882879
1299	0.2386673064
1300	0.2386267975
1301	0.2386018829
1302	0.238576478
1303	0.2385365603
1304	0.2385080988
1305	0.2384814519
1306	0.2384381889
1307	0.2384283443
1308	0.2384204698
1309	0.2383856096
1310	0.238365176
1311	0.2383298865
1312	0.2383042465
1313	0.2382676358
1314	0.2382513026
1315	0.2382276395
1316	0.2381977912
1317	0.2381742302
1318	0.2381592401
1319	0.2381133863
1320	0.238095794
1321	0.2380675881
1322	0.2380434449
1323	0.2380131582
1324	0.237995038
1325	0.2379742995
1326	0.2379182169
1327	0.2378781078
1328	0.2378478392
1329	0.2378367524
1330	0.2378289686
1331	0.2377959921
1332	0.237754302
1333	0.237739979
1334	0.2377176477
1335	0.2376941723
1336	0.2376693397
1337	0.2376600672
1338	0.2376365404
1339	0.2376118245
1340	0.2375945991
1341	0.2375707502
1342	0.2375345647
1343	0.2375126704
1344	0.237472742
1345	0.2374084973
1346	0.2373888489
1347	0.2373569896
1348	0.2373206598
1349	0.2372990093
1350	0.2372535703
1351	0.2372129492
1352	0.2371917145
1353	0.2371719265
1354	0.2371487915
1355	0.2371055513
1356	0.2370624702
1357	0.2370518543
1358	0.2370046998
1359	0.2369865287
1360	0.236963029
1361	0.2369245463
1362	0.2369048503
1363	0.2368587599
1364	0.2368406776
1365	0.2368040017
1366	0.2367791566
1367	0.2367300857
1368	0.2366978506
1369	0.2366694923
1370	0.2366433064
1371	0.2366085072
1372	0.2365714345
1373	0.2365653996
1374	0.2365396601
1375	0.236500456
1376	0.2364632273
1377	0.2364329023
1378	0.2364037691
1379	0.2363879725
1380	0.2363517019
1381	0.2363237954
1382	0.2362536316
1383	0.2361871032
1384	0.2361307588
1385	0.2361192797
1386	0.2360940423
1387	0.2360833468
1388	0.2360722597
1389	0.2360514682
1390	0.236026801
1391	0.2360021274
1392	0.2359689553
1393	0.2359481343
1394	0.2359244235
1395	0.2358993255
1396	0.2358584115
1397	0.235832612
1398	0.235814358
1399	0.23579578
1400	0.2357505327
1401	0.2357240516
1402	0.2356972329
1403	0.2356255088
1404	0.2355793039
1405	0.2355641715
1406	0.2355294542
1407	0.2355044352
1408	0.2354915583
1409	0.2354714892
1410	0.2354666094
1411	0.2354405125
1412	0.2354026344
1413	0.23535106
1414	0.2353162321
1415	0.2352897356
1416	0.2352419204
1417	0.2352335405
1418	0.2352046441
1419	0.2351853567
1420	0.2351617978
1421	0.2351350318
1422	0.2350587929
1423	0.2350271528
1424	0.2349966774
1425	0.2349705913
1426	0.2349439204
1427	0.2349285051
1428	0.2349136553
1429	0.2348867661
1430	0.2348305502
1431	0.2347865107
1432	0.2347138641
1433	0.2346817212
1434	0.2346431628
1435	0.2346152966
1436	0.2345806646
1437	0.2345616374
1438	0.2345311307
1439	0.2344994914
1440	0.2344958084
1441	0.2344515362
1442	0.2344303655
1443	0.2344020193
1444	0.2343491179
1445	0.2343063666
1446	0.2342917656
1447	0.2342412584
1448	0.2342051528
1449	0.234177252
1450	0.2340852015
1451	0.2340558494
1452	0.2340362824
1453	0.2339932888
1454	0.2339492307
1455	0.2339265527
1456	0.2339144761
1457	0.2338690131
1458	0.233834777
1459	0.2338122289
1460	0.2337886365
1461	0.2337648664
1462	0.2337395166
1463	0.2336508804
1464	0.2336348768
1465	0.2336126056
1466	0.233590972
1467	0.2335665301
1468	0.233519935
1469	0.2334800415
1470	0.2334349486
1471	0.2334174465
1472	0.2333871299
1473	0.2333654897
1474	0.233339519
1475	0.2333204694
1476	0.2332976317
1477	0.2332399153
1478	0.2332027568
1479	0.2331476714
1480	0.2331388516
1481	0.2331132432
1482	0.2331022503
1483	0.2330663258
1484	0.2330546013
1485	0.2330338461
1486	0.2329979078
1487	0.2329841819
1488	0.2329632364
1489	0.2329428132
1490	0.2329139954
1491	0.2328920328
1492	0.2328634511
1493	0.2328264829
1494	0.2328075914
1495	0.2328016684
1496	0.2327663857
1497	0.2327438542
1498	0.2327174352
1499	0.2326819039
